hostname,data.T,data.P,data.H,sensed_at
machine02,27.12,980.103,63.123,2021/08/20 00:13:22
machine01,27.72,980.391,59.482,2021/08/20 00:13:23
machine03,27.45,980.365,62.243,2021/08/20 00:13:25
machine02,27.14,980.112,63.113,2021/08/20 00:13:27
machine01,27.72,980.361,59.482,2021/08/20 00:13:28
machine03,27.44,980.349,62.255,2021/08/20 00:13:30
machine02,27.13,980.095,63.125,2021/08/20 00:13:32
machine01,27.72,980.372,59.482,2021/08/20 00:13:33
machine03,27.43,980.322,62.266,2021/08/20 00:13:35
machine02,27.1,980.107,63.215,2021/08/20 00:13:37
machine01,27.71,980.354,59.481,2021/08/20 00:13:38
machine03,27.44,980.35,62.278,2021/08/20 00:13:40
machine02,27.1,980.102,63.25,2021/08/20 00:13:42
machine01,27.72,980.367,59.482,2021/08/20 00:13:43
machine03,27.44,980.347,62.267,2021/08/20 00:13:45
machine02,27.1,980.115,63.249,2021/08/20 00:13:47
machine01,27.71,980.345,59.481,2021/08/20 00:13:48
machine03,27.43,980.34,62.349,2021/08/20 00:13:50
machine02,27.09,980.094,63.271,2021/08/20 00:13:52
machine01,27.72,980.348,59.482,2021/08/20 00:13:53
machine03,27.44,980.365,62.255,2021/08/20 00:13:55
machine02,27.09,980.092,63.281,2021/08/20 00:13:57
machine01,27.72,980.37,59.482,2021/08/20 00:13:58
machine03,27.44,980.335,62.278,2021/08/20 00:14:00
machine02,27.07,980.103,63.351,2021/08/20 00:14:02
machine01,27.71,980.356,59.481,2021/08/20 00:14:03
machine03,27.45,980.325,62.221,2021/08/20 00:14:05
machine02,27.05,980.1,63.406,2021/08/20 00:14:07
machine01,27.71,980.333,59.481,2021/08/20 00:14:08
machine03,27.46,980.318,62.199,2021/08/20 00:14:10
machine02,27.03,980.11,63.485,2021/08/20 00:14:12
machine01,27.72,980.317,59.482,2021/08/20 00:14:13
machine03,27.47,980.347,62.188,2021/08/20 00:14:15
machine02,27.03,980.09,63.497,2021/08/20 00:14:17
machine01,27.72,980.337,59.482,2021/08/20 00:14:18
machine03,27.47,980.306,62.166,2021/08/20 00:14:20
machine02,27.03,980.109,63.521,2021/08/20 00:14:22
machine01,27.72,980.331,59.482,2021/08/20 00:14:23
machine03,27.47,980.335,62.212,2021/08/20 00:14:25
machine02,27.02,980.066,63.53,2021/08/20 00:14:27
machine01,27.71,980.333,59.481,2021/08/20 00:14:28
machine03,27.47,980.353,62.233,2021/08/20 00:14:30
machine02,27.02,980.12,63.542,2021/08/20 00:14:32
machine01,27.72,980.323,59.482,2021/08/20 00:14:33
machine03,27.46,980.337,62.245,2021/08/20 00:14:35
machine02,27.02,980.125,63.565,2021/08/20 00:14:37
machine01,27.72,980.321,59.482,2021/08/20 00:14:38
machine03,27.47,980.325,62.188,2021/08/20 00:14:40
machine02,27.02,980.13,63.565,2021/08/20 00:14:42
machine01,27.72,980.31,59.482,2021/08/20 00:14:43
machine03,27.47,980.329,62.188,2021/08/20 00:14:45
machine02,27.02,980.139,63.565,2021/08/20 00:14:47
machine01,27.72,980.306,59.482,2021/08/20 00:14:48
machine03,27.47,980.325,62.188,2021/08/20 00:14:50
machine02,27.03,980.065,63.544,2021/08/20 00:14:52
machine01,27.73,980.341,59.482,2021/08/20 00:14:53
machine03,27.47,980.326,62.235,2021/08/20 00:14:55
machine02,27.02,980.062,63.577,2021/08/20 00:14:57
machine01,27.72,980.334,59.482,2021/08/20 00:14:58
machine03,27.46,980.343,62.211,2021/08/20 00:15:00
machine02,27.01,980.126,63.588,2021/08/20 00:15:02
machine01,27.72,980.348,59.494,2021/08/20 00:15:03
machine03,27.46,980.324,62.188,2021/08/20 00:15:05
machine02,27.02,980.11,63.567,2021/08/20 00:15:07
machine01,27.73,980.342,59.483,2021/08/20 00:15:08
machine03,27.46,980.342,62.188,2021/08/20 00:15:10
machine02,27.03,980.053,63.544,2021/08/20 00:15:12
machine01,27.73,980.324,59.483,2021/08/20 00:15:13
machine03,27.46,980.357,62.211,2021/08/20 00:15:15
machine02,27.03,980.087,63.544,2021/08/20 00:15:17
machine01,27.72,980.336,59.482,2021/08/20 00:15:18
machine03,27.45,980.321,62.244,2021/08/20 00:15:20
machine02,27.04,980.071,63.521,2021/08/20 00:15:22
machine01,27.72,980.307,59.482,2021/08/20 00:15:23
machine03,27.45,980.318,62.256,2021/08/20 00:15:25
machine02,27.07,980.082,63.453,2021/08/20 00:15:27
machine01,27.73,980.341,59.482,2021/08/20 00:15:28
machine03,27.46,980.34,62.211,2021/08/20 00:15:30
machine02,27.06,980.095,63.441,2021/08/20 00:15:32
machine01,27.72,980.371,59.482,2021/08/20 00:15:33
machine03,27.45,980.326,62.244,2021/08/20 00:15:35
machine02,27.05,980.073,63.477,2021/08/20 00:15:37
machine01,27.72,980.293,59.482,2021/08/20 00:15:38
machine03,27.46,980.309,62.188,2021/08/20 00:15:40
machine02,27.06,980.085,63.465,2021/08/20 00:15:42
machine01,27.72,980.323,59.482,2021/08/20 00:15:43
machine03,27.47,980.339,62.142,2021/08/20 00:15:45
machine02,27.06,980.042,63.43,2021/08/20 00:15:47
machine01,27.72,980.336,59.482,2021/08/20 00:15:48
machine03,27.47,980.321,62.199,2021/08/20 00:15:50
machine02,27.08,980.054,63.363,2021/08/20 00:15:52
machine01,27.73,980.345,59.482,2021/08/20 00:15:53
machine03,27.48,980.35,62.086,2021/08/20 00:15:55
machine02,27.08,980.062,63.375,2021/08/20 00:15:57
machine01,27.72,980.366,59.482,2021/08/20 00:15:58
machine03,27.48,980.328,62.189,2021/08/20 00:16:00
machine02,27.08,980.087,63.387,2021/08/20 00:16:02
machine01,27.73,980.336,59.483,2021/08/20 00:16:03
machine03,27.47,980.321,62.166,2021/08/20 00:16:05
machine02,27.08,980.074,63.363,2021/08/20 00:16:07
machine01,27.73,980.331,59.484,2021/08/20 00:16:08
machine03,27.46,980.317,62.152,2021/08/20 00:16:10
machine02,27.09,980.085,63.308,2021/08/20 00:16:12
machine01,27.73,980.328,59.483,2021/08/20 00:16:13
machine03,27.46,980.327,62.199,2021/08/20 00:16:15
machine02,27.11,980.096,63.273,2021/08/20 00:16:17
machine01,27.73,980.349,59.484,2021/08/20 00:16:18
machine03,27.48,980.312,62.086,2021/08/20 00:16:20
machine02,27.1,980.068,63.32,2021/08/20 00:16:22
machine01,27.72,980.346,59.494,2021/08/20 00:16:23
machine03,27.48,980.346,62.086,2021/08/20 00:16:25
machine02,27.09,980.067,63.364,2021/08/20 00:16:27
machine01,27.73,980.343,59.482,2021/08/20 00:16:28
machine03,27.49,980.3,62.074,2021/08/20 00:16:30
machine02,27.08,980.054,63.363,2021/08/20 00:16:32
machine01,27.73,980.364,59.494,2021/08/20 00:16:33
machine03,27.48,980.322,62.131,2021/08/20 00:16:35
machine02,27.08,980.068,63.375,2021/08/20 00:16:37
machine01,27.73,980.371,59.494,2021/08/20 00:16:38
machine03,27.48,980.334,62.143,2021/08/20 00:16:40
machine02,27.09,980.056,63.363,2021/08/20 00:16:42
machine01,27.73,980.359,59.483,2021/08/20 00:16:43
machine03,27.48,980.305,62.166,2021/08/20 00:16:45
machine02,27.09,980.045,63.329,2021/08/20 00:16:47
machine01,27.73,980.374,59.495,2021/08/20 00:16:48
machine03,27.47,980.332,62.142,2021/08/20 00:16:50
machine02,27.11,980.073,63.273,2021/08/20 00:16:52
machine01,27.73,980.338,59.494,2021/08/20 00:16:53
machine03,27.48,980.332,62.119,2021/08/20 00:16:55
machine02,27.11,980.058,63.285,2021/08/20 00:16:57
machine01,27.72,980.351,59.494,2021/08/20 00:16:58
machine03,27.48,980.309,62.121,2021/08/20 00:17:00
machine02,27.11,980.082,63.273,2021/08/20 00:17:02
machine01,27.72,980.35,59.494,2021/08/20 00:17:03
machine03,27.48,980.327,62.096,2021/08/20 00:17:05
machine02,27.09,980.088,63.343,2021/08/20 00:17:07
machine01,27.73,980.375,59.482,2021/08/20 00:17:08
machine03,27.49,980.325,62.098,2021/08/20 00:17:10
machine02,27.07,980.086,63.362,2021/08/20 00:17:12
machine01,27.72,980.35,59.482,2021/08/20 00:17:13
machine03,27.48,980.334,62.072,2021/08/20 00:17:15
machine02,27.08,980.104,63.387,2021/08/20 00:17:17
machine01,27.72,980.343,59.506,2021/08/20 00:17:18
machine03,27.49,980.326,62.04,2021/08/20 00:17:20
machine02,27.08,980.109,63.387,2021/08/20 00:17:22
machine01,27.72,980.377,59.506,2021/08/20 00:17:23
machine03,27.53,980.323,61.986,2021/08/20 00:17:25
machine02,27.06,980.084,63.418,2021/08/20 00:17:27
machine01,27.72,980.357,59.506,2021/08/20 00:17:28
machine03,27.52,980.313,61.996,2021/08/20 00:17:30
machine02,27.07,980.086,63.421,2021/08/20 00:17:32
machine01,27.72,980.374,59.506,2021/08/20 00:17:33
machine03,27.51,980.313,62.008,2021/08/20 00:17:35
machine02,27.05,980.122,63.43,2021/08/20 00:17:37
machine01,27.72,980.338,59.506,2021/08/20 00:17:38
machine03,27.51,980.313,62.008,2021/08/20 00:17:40
machine02,27.04,980.092,63.475,2021/08/20 00:17:42
machine01,27.72,980.328,59.518,2021/08/20 00:17:43
machine03,27.53,980.343,61.938,2021/08/20 00:17:45
machine02,27.07,980.083,63.444,2021/08/20 00:17:47
machine01,27.72,980.353,59.506,2021/08/20 00:17:48
machine03,27.52,980.325,61.962,2021/08/20 00:17:50
machine02,27.06,980.097,63.441,2021/08/20 00:17:52
machine01,27.73,980.386,59.508,2021/08/20 00:17:53
machine03,27.53,980.319,61.975,2021/08/20 00:17:55
machine02,27.07,980.083,63.433,2021/08/20 00:17:57
machine01,27.73,980.388,59.508,2021/08/20 00:17:58
machine03,27.52,980.341,61.997,2021/08/20 00:18:00
machine02,27.08,980.08,63.352,2021/08/20 00:18:02
machine01,27.73,980.373,59.506,2021/08/20 00:18:03
machine03,27.53,980.329,61.951,2021/08/20 00:18:05
machine02,27.09,980.076,63.317,2021/08/20 00:18:07
machine01,27.72,980.37,59.506,2021/08/20 00:18:08
machine03,27.55,980.327,61.907,2021/08/20 00:18:10
machine02,27.09,980.112,63.306,2021/08/20 00:18:12
machine01,27.73,980.393,59.52,2021/08/20 00:18:13
machine03,27.54,980.351,61.93,2021/08/20 00:18:15
machine02,27.08,980.098,63.328,2021/08/20 00:18:17
machine01,27.73,980.373,59.518,2021/08/20 00:18:18
machine03,27.54,980.357,61.941,2021/08/20 00:18:20
machine02,27.09,980.098,63.353,2021/08/20 00:18:22
machine01,27.72,980.407,59.508,2021/08/20 00:18:23
machine03,27.53,980.308,61.917,2021/08/20 00:18:25
machine02,27.09,980.11,63.352,2021/08/20 00:18:27
machine01,27.72,980.362,59.506,2021/08/20 00:18:28
machine03,27.53,980.343,61.915,2021/08/20 00:18:30
machine02,27.07,980.088,63.374,2021/08/20 00:18:32
machine01,27.73,980.391,59.52,2021/08/20 00:18:33
machine03,27.55,980.343,61.953,2021/08/20 00:18:35
machine02,27.07,980.133,63.386,2021/08/20 00:18:37
machine01,27.73,980.415,59.508,2021/08/20 00:18:38
machine03,27.54,980.361,61.977,2021/08/20 00:18:40
machine02,27.07,980.133,63.386,2021/08/20 00:18:42
machine01,27.72,980.357,59.506,2021/08/20 00:18:43
machine03,27.55,980.33,61.839,2021/08/20 00:18:45
machine02,27.07,980.119,63.386,2021/08/20 00:18:47
machine01,27.72,980.382,59.518,2021/08/20 00:18:48
machine03,27.54,980.364,61.895,2021/08/20 00:18:50
machine02,27.08,980.118,63.316,2021/08/20 00:18:52
machine01,27.73,980.386,59.518,2021/08/20 00:18:53
machine03,27.54,980.343,61.918,2021/08/20 00:18:55
machine02,27.09,980.103,63.294,2021/08/20 00:18:57
machine01,27.72,980.355,59.518,2021/08/20 00:18:58
machine03,27.54,980.345,61.918,2021/08/20 00:19:00
machine02,27.09,980.098,63.308,2021/08/20 00:19:02
machine01,27.73,980.367,59.52,2021/08/20 00:19:03
machine03,27.55,980.323,61.839,2021/08/20 00:19:05
machine02,27.11,980.124,63.25,2021/08/20 00:19:07
machine01,27.73,980.386,59.508,2021/08/20 00:19:08
machine03,27.56,980.36,61.852,2021/08/20 00:19:10
machine02,27.13,980.095,63.184,2021/08/20 00:19:12
machine01,27.73,980.384,59.52,2021/08/20 00:19:13
machine03,27.56,980.323,61.84,2021/08/20 00:19:15
machine02,27.14,980.121,63.185,2021/08/20 00:19:17
machine01,27.73,980.384,59.518,2021/08/20 00:19:18
machine03,27.54,980.354,61.895,2021/08/20 00:19:20
machine02,27.13,980.092,63.184,2021/08/20 00:19:22
machine01,27.73,980.388,59.518,2021/08/20 00:19:23
machine03,27.55,980.339,61.907,2021/08/20 00:19:25
machine02,27.15,980.128,63.114,2021/08/20 00:19:27
machine01,27.72,980.398,59.518,2021/08/20 00:19:28
machine03,27.57,980.338,61.816,2021/08/20 00:19:30
machine02,27.16,980.136,63.104,2021/08/20 00:19:32
machine01,27.72,980.391,59.518,2021/08/20 00:19:33
machine03,27.57,980.329,61.816,2021/08/20 00:19:35
machine02,27.17,980.136,63.06,2021/08/20 00:19:37
machine01,27.72,980.41,59.518,2021/08/20 00:19:38
machine03,27.59,980.375,61.75,2021/08/20 00:19:40
machine02,27.16,980.115,63.058,2021/08/20 00:19:42
machine01,27.72,980.397,59.518,2021/08/20 00:19:43
machine03,27.58,980.355,61.771,2021/08/20 00:19:45
machine02,27.17,980.119,63.013,2021/08/20 00:19:47
machine01,27.72,980.409,59.518,2021/08/20 00:19:48
machine03,27.57,980.374,61.77,2021/08/20 00:19:50
machine02,27.17,980.122,63.048,2021/08/20 00:19:52
machine01,27.73,980.359,59.518,2021/08/20 00:19:53
machine03,27.6,980.348,61.797,2021/08/20 00:19:55
machine02,27.17,980.11,63.069,2021/08/20 00:19:57
machine01,27.73,980.42,59.52,2021/08/20 00:19:58
machine03,27.6,980.343,61.785,2021/08/20 00:20:00
machine02,27.17,980.127,63.036,2021/08/20 00:20:02
machine01,27.73,980.405,59.508,2021/08/20 00:20:03
machine03,27.6,980.38,61.739,2021/08/20 00:20:05
machine02,27.16,980.146,63.104,2021/08/20 00:20:07
machine01,27.72,980.384,59.518,2021/08/20 00:20:08
machine03,27.59,980.37,61.762,2021/08/20 00:20:10
machine02,27.17,980.153,63.093,2021/08/20 00:20:12
machine01,27.73,980.398,59.518,2021/08/20 00:20:13
machine03,27.59,980.364,61.761,2021/08/20 00:20:15
machine02,27.15,980.14,63.138,2021/08/20 00:20:17
machine01,27.73,980.416,59.52,2021/08/20 00:20:18
machine03,27.58,980.361,61.794,2021/08/20 00:20:20
machine02,27.14,980.131,63.126,2021/08/20 00:20:22
machine01,27.73,980.397,59.509,2021/08/20 00:20:23
machine03,27.57,980.381,61.793,2021/08/20 00:20:25
machine02,27.15,980.139,63.092,2021/08/20 00:20:27
machine01,27.73,980.411,59.506,2021/08/20 00:20:28
machine03,27.57,980.363,61.793,2021/08/20 00:20:30
machine02,27.16,980.159,63.093,2021/08/20 00:20:32
machine01,27.72,980.423,59.506,2021/08/20 00:20:33
machine03,27.57,980.351,61.793,2021/08/20 00:20:35
machine02,27.19,980.148,63.016,2021/08/20 00:20:37
machine01,27.72,980.398,59.506,2021/08/20 00:20:38
machine03,27.56,980.396,61.793,2021/08/20 00:20:40
machine02,27.21,980.131,62.972,2021/08/20 00:20:42
machine01,27.73,980.43,59.52,2021/08/20 00:20:43
machine03,27.56,980.319,61.793,2021/08/20 00:20:45
machine02,27.22,980.143,62.901,2021/08/20 00:20:47
machine01,27.73,980.391,59.508,2021/08/20 00:20:48
machine03,27.58,980.335,61.771,2021/08/20 00:20:50
machine02,27.23,980.146,62.845,2021/08/20 00:20:52
machine01,27.73,980.379,59.508,2021/08/20 00:20:53
machine03,27.58,980.38,61.782,2021/08/20 00:20:55
machine02,27.22,980.157,62.879,2021/08/20 00:20:57
machine01,27.73,980.388,59.508,2021/08/20 00:20:58
machine03,27.57,980.343,61.758,2021/08/20 00:21:00
machine02,27.22,980.138,62.901,2021/08/20 00:21:02
machine01,27.73,980.408,59.509,2021/08/20 00:21:03
machine03,27.58,980.328,61.735,2021/08/20 00:21:05
machine02,27.22,980.138,62.901,2021/08/20 00:21:07
machine01,27.73,980.384,59.52,2021/08/20 00:21:08
machine03,27.57,980.379,61.758,2021/08/20 00:21:10
machine02,27.22,980.124,62.855,2021/08/20 00:21:12
machine01,27.73,980.365,59.508,2021/08/20 00:21:13
machine03,27.58,980.373,61.761,2021/08/20 00:21:15
machine02,27.25,980.143,62.802,2021/08/20 00:21:17
machine01,27.73,980.411,59.508,2021/08/20 00:21:18
machine03,27.58,980.343,61.782,2021/08/20 00:21:20
machine02,27.28,980.147,62.698,2021/08/20 00:21:22
machine01,27.74,980.385,59.509,2021/08/20 00:21:23
machine03,27.57,980.357,61.781,2021/08/20 00:21:25
machine02,27.27,980.151,62.698,2021/08/20 00:21:27
machine01,27.74,980.472,59.509,2021/08/20 00:21:28
machine03,27.59,980.389,61.75,2021/08/20 00:21:30
machine02,27.27,980.152,62.709,2021/08/20 00:21:32
machine01,27.74,980.447,59.509,2021/08/20 00:21:33
machine03,27.6,980.386,61.762,2021/08/20 00:21:35
machine02,27.27,980.132,62.697,2021/08/20 00:21:37
machine01,27.74,980.426,59.509,2021/08/20 00:21:38
machine03,27.59,980.361,61.703,2021/08/20 00:21:40
machine02,27.25,980.141,62.755,2021/08/20 00:21:42
machine01,27.74,980.419,59.521,2021/08/20 00:21:43
machine03,27.59,980.39,61.749,2021/08/20 00:21:45
machine02,27.24,980.136,62.799,2021/08/20 00:21:47
machine01,27.74,980.44,59.497,2021/08/20 00:21:48
machine03,27.6,980.385,61.75,2021/08/20 00:21:50
machine02,27.24,980.144,62.81,2021/08/20 00:21:52
machine01,27.74,980.443,59.509,2021/08/20 00:21:53
machine03,27.59,980.368,61.737,2021/08/20 00:21:55
machine02,27.23,980.168,62.879,2021/08/20 00:21:57
machine01,27.74,980.417,59.521,2021/08/20 00:21:58
machine03,27.58,980.379,61.794,2021/08/20 00:22:00
machine02,27.23,980.153,62.868,2021/08/20 00:22:02
machine01,27.74,980.469,59.509,2021/08/20 00:22:03
machine03,27.58,980.369,61.806,2021/08/20 00:22:05
machine02,27.23,980.174,62.845,2021/08/20 00:22:07
machine01,27.74,980.444,59.509,2021/08/20 00:22:08
machine03,27.59,980.367,61.75,2021/08/20 00:22:10
machine02,27.22,980.167,62.855,2021/08/20 00:22:12
machine01,27.74,980.44,59.509,2021/08/20 00:22:13
machine03,27.59,980.347,61.727,2021/08/20 00:22:15
machine02,27.24,980.172,62.799,2021/08/20 00:22:17
machine01,27.73,980.431,59.52,2021/08/20 00:22:18
machine03,27.59,980.404,61.738,2021/08/20 00:22:20
machine02,27.25,980.181,62.822,2021/08/20 00:22:22
machine01,27.73,980.411,59.509,2021/08/20 00:22:23
machine03,27.58,980.404,61.771,2021/08/20 00:22:25
machine02,27.25,980.132,62.787,2021/08/20 00:22:27
machine01,27.73,980.427,59.509,2021/08/20 00:22:28
machine03,27.57,980.406,61.781,2021/08/20 00:22:30
machine02,27.25,980.174,62.777,2021/08/20 00:22:32
machine01,27.73,980.445,59.52,2021/08/20 00:22:33
machine03,27.59,980.412,61.773,2021/08/20 00:22:35
machine02,27.25,980.157,62.766,2021/08/20 00:22:37
machine01,27.73,980.386,59.518,2021/08/20 00:22:38
machine03,27.62,980.401,61.637,2021/08/20 00:22:40
machine02,27.25,980.146,62.777,2021/08/20 00:22:42
machine01,27.73,980.427,59.521,2021/08/20 00:22:43
machine03,27.6,980.375,61.703,2021/08/20 00:22:45
machine02,27.25,980.191,62.754,2021/08/20 00:22:47
machine01,27.73,980.436,59.532,2021/08/20 00:22:48
machine03,27.6,980.365,61.704,2021/08/20 00:22:50
machine02,27.24,980.189,62.799,2021/08/20 00:22:52
machine01,27.73,980.443,59.532,2021/08/20 00:22:53
machine03,27.61,980.382,61.66,2021/08/20 00:22:55
machine02,27.26,980.171,62.767,2021/08/20 00:22:57
machine01,27.73,980.424,59.532,2021/08/20 00:22:58
machine03,27.61,980.38,61.648,2021/08/20 00:23:00
machine02,27.25,980.193,62.777,2021/08/20 00:23:02
machine01,27.73,980.443,59.521,2021/08/20 00:23:03
machine03,27.61,980.383,61.637,2021/08/20 00:23:05
machine02,27.26,980.17,62.731,2021/08/20 00:23:07
machine01,27.73,980.425,59.531,2021/08/20 00:23:08
machine03,27.62,980.393,61.578,2021/08/20 00:23:10
machine02,27.24,980.167,62.787,2021/08/20 00:23:12
machine01,27.73,980.404,59.521,2021/08/20 00:23:13
machine03,27.62,980.381,61.637,2021/08/20 00:23:15
machine02,27.26,980.16,62.778,2021/08/20 00:23:17
machine01,27.74,980.425,59.521,2021/08/20 00:23:18
machine03,27.61,980.392,61.648,2021/08/20 00:23:20
machine02,27.26,980.141,62.731,2021/08/20 00:23:22
machine01,27.74,980.445,59.521,2021/08/20 00:23:23
machine03,27.61,980.407,61.637,2021/08/20 00:23:25
machine02,27.27,980.169,62.709,2021/08/20 00:23:27
machine01,27.73,980.447,59.521,2021/08/20 00:23:28
machine03,27.61,980.393,61.66,2021/08/20 00:23:30
machine02,27.28,980.172,62.698,2021/08/20 00:23:32
machine01,27.74,980.44,59.521,2021/08/20 00:23:33
machine03,27.61,980.412,61.66,2021/08/20 00:23:35
machine02,27.28,980.172,62.664,2021/08/20 00:23:37
machine01,27.74,980.471,59.521,2021/08/20 00:23:38
machine03,27.62,980.429,61.66,2021/08/20 00:23:40
machine02,27.28,980.164,62.664,2021/08/20 00:23:42
machine01,27.74,980.445,59.532,2021/08/20 00:23:43
machine03,27.62,980.419,61.637,2021/08/20 00:23:45
machine02,27.27,980.175,62.686,2021/08/20 00:23:47
machine01,27.73,980.406,59.521,2021/08/20 00:23:48
machine03,27.62,980.377,61.637,2021/08/20 00:23:50
machine02,27.28,980.182,62.698,2021/08/20 00:23:52
machine01,27.73,980.44,59.521,2021/08/20 00:23:53
machine03,27.62,980.396,61.648,2021/08/20 00:23:55
machine02,27.28,980.195,62.687,2021/08/20 00:23:57
machine01,27.73,980.41,59.521,2021/08/20 00:23:58
machine03,27.62,980.408,61.625,2021/08/20 00:24:00
machine02,27.28,980.189,62.71,2021/08/20 00:24:02
machine01,27.74,980.421,59.521,2021/08/20 00:24:03
machine03,27.64,980.41,61.593,2021/08/20 00:24:05
machine02,27.29,980.177,62.677,2021/08/20 00:24:07
machine01,27.75,980.429,59.51,2021/08/20 00:24:08
machine03,27.63,980.415,61.616,2021/08/20 00:24:10
